clFile,indexNum,actorID,tag,actorMappingTag,name,tlkStringID
gen00fl_aveline6105401,Awakened,Awakened,aveline_3,aveline_3,aveline_3,6105401
gen00fl_aveline6105401,5,7,aveline_3,gen00fl_aveline,gen00fl_aveline,6105401
mrl310_merrill6113535,1,2,speaker,gen00fl_merrill,gen00fl_merrill,6113535
one200dg_solivitus6066515,1,2,speaker,dae200cr_solivitus,dae200cr_solivitus,6066515
qun120_arishok_guard6054008,Awakened,Awakened,camera1,camera1,camera1,6054008
qun120_arishok_guard6054008,5,7,isabella,gen00fl_isabela,gen00fl_isabela,6054008
dae000_tomwise6167347,1,2,speaker,dae000cr_tomwise,dae000cr_tomwise,6167347
qcr000_varric6208255,Awakened,Awakened,Unknown,Unknown,Unknown,6208255
qcr000_varric6208255,2,4,,dae000cr_cassandra,dae000cr_cassandra,6208255
zz_fen_debug6134346,Awakened,Awakened,speaker,speaker,speaker,6134346
zz_fen_debug6134346,2,4,speaker,PLAYER,PLAYER,6134346
mcr371_hostile_anders6082115,Awakened,Awakened,Unknown,Unknown,Unknown,6082138
mcr371_hostile_anders6082115,6,7,,mcr371cr_anders,mcr371cr_anders,6082115
ave200_aveline_bar6116374,Awakened,Awakened,gen00fl_anders,gen00fl_anders,gen00fl_anders,6116374
ave200_aveline_bar6116374,Awakened,Awakened,actor2,actor2,actor2,4288850921
ave200_aveline_bar6116374,Hench,Hench,gen00fl_anders,gen00fl_anders,gen00fl_anders,6116374
qun221_petrice6075977,0,0,,,MASTER,6075977
qun221_petrice6075977,Awakened,Awakened,Unknown,Unknown,Unknown,6075973
qun221_petrice6075977,Awakened,Awakened,Unknown,Unknown,Unknown,6075973
qun221_petrice6075977,6,7,pc2,PLAYER,PLAYER,6076144
qun221_petrice6075977,6,7,pc2,PLAYER,PLAYER,6076147
qun221_petrice6075977,8,11,pc2,PLAYER,PLAYER,6076144
qun221_petrice6075977,8,11,pc2,PLAYER,PLAYER,6076150
qun221_petrice6075977,9,12,pc2,PLAYER,PLAYER,6076144
qun221_petrice6075977,9,12,pc2,PLAYER,PLAYER,6076153
lowtown_male_urchin_sta6164192,1,2,speaker,dae010_urchin_m1,dae010_urchin_m1,6164192
demo_weapon_swap6207186,Awakened,Awakened,player,player,player,6207186
demo_weapon_swap6207186,5,7,player,PLAYER,PLAYER,6207186
dae000_keep_bureaucrat_2_st6165383,1,2,speaker,OWNER,dae021_bureaucrat_2,6165383
mcr310_party_banter6087804,1,2,speaker,gen00fl_isabela,gen00fl_isabela,6087804
follower_barks6153193,1,2,speaker,gen00fl_anders,gen00fl_anders,6153193
gen00fl_aveline6139250,Awakened,Awakened,actor2,actor2,actor2,6139250
gen00fl_aveline6139250,2,4,actor2,gen00fl_aveline,gen00fl_aveline,6139250
dae000_hate_enemies6167548,1,2,speaker,lgt000cr_hate_raider,lgt000cr_hate_raider,6167548
mer141_jansen6077793,Awakened,Awakened,follower_stepup,follower_stepup,follower_stepup,6077793
mer141_jansen6077793,5,7,follower_stepup,gen00fl_isabela,gen00fl_isabela,6077793
mag371_elsa6041261,Awakened,Awakened,actor2,actor2,actor2,6041261
mag371_elsa6041261,Awakened,Awakened,actor1,actor1,actor1,4288926034
mag371_elsa6041261,6,9,actor2,mag371cr_elsa,mag371cr_elsa,6041261
zz_followers_banter6158424,1,2,speaker,gen00fl_carver,gen00fl_carver,6158424
lgt310_mag_melson6152113,1,2,speaker,lgt310cr_mag_melson,lgt310cr_mag_melson,6152113
dae000_brothel_orana6160798,2,3,serendipity_3,dae000cr_serendipity,dae000cr_serendipity,6160798
mag110_arianni6049713,1,2,speaker,mag110cr_arianni,mag110cr_arianni,6049713
gen00fl_bethany6102764,1,2,speaker,gen00fl_bethany,gen00fl_bethany,6102764
dae000_meredith6085278,Awakened,Awakened,Unknown,Unknown,Unknown,6085278
dae000_meredith6085278,6,8,player_2,PLAYER,PLAYER,6085278
zz_followers_banter6157959,1,2,speaker,gen00fl_carver,gen00fl_carver,6157959
dae000_arishok6096370,1,2,speaker,dae000cr_arishok,dae000cr_arishok,6096370
gen00fl_dog6172085,Awakened,Awakened,cam3_2_3,cam3_2_3,cam3_2_3,6172085
gen00fl_dog6172085,2,4,actor2_dog,gen00fl_dog,gen00fl_dog,6172085
nat320_delilah6065938,Awakened,Awakened,actor2,actor2,actor2,6065938
nat320_delilah6065938,5,7,actor2,nat320cr_delilah,nat320cr_delilah,6065938
dre000_dougal6131139,Awakened,Awakened,actor2_dougal,actor2_dougal,actor2_dougal,6131139
dre000_dougal6131139,2,4,actor2_dougal,dre000cr_dougal,dre000cr_dougal,6131139
qun221_petrice6083392,Awakened,Awakened,Unknown,Unknown,Unknown,6083392
qun221_petrice6083392,Awakened,Awakened,Unknown,Unknown,Unknown,6083392
qun221_petrice6083392,7,8,,qun221cr_petrice,qun221cr_petrice,6083392
qun221_petrice6083392,7,8,,qun221cr_petrice,qun221cr_petrice,6083424
dae000_bartrand6030603,Awakened,Awakened,bartrand,bartrand,bartrand,6030603
dae000_bartrand6030603,Awakened,Awakened,player,player,player,4288936692
dae000_bartrand6030603,3,6,bartrand,dae100cr_bartrand,dae100cr_bartrand,6030603
dae000_meredith6085338,Awakened,Awakened,meredith_intro2,meredith_intro2,meredith_intro2,6085338
dae000_meredith6085338,Awakened,Awakened,meredith_intro2,meredith_intro2,meredith_intro2,4288881957
dae000_meredith6085338,3,6,meredith_intro2,OWNER,dae300cr_meredith,6085338
dre000_hireling16038657,1,2,speaker,OWNER,dre100cr_hireling_1,6038657
gen00fl_anders6119532,Awakened,Awakened,Unknown,Unknown,Unknown,6119532
gen00fl_anders6119532,6,8,player,PLAYER,PLAYER,6119532
gen00fl_anders6196685,Awakened,Awakened,player,player,player,6196685
gen00fl_anders6196685,6,8,player,PLAYER,PLAYER,6196685
mcr371_scared_mage_m6086906,1,2,speaker,OWNER,mcr310cr_circle_mage,6086906
and121_karl6093866,Awakened,Awakened,Unknown,Unknown,Unknown,6093866
and121_karl6093866,7,9,player,PLAYER,PLAYER,6093866
qun221_petrice6075984,Awakened,Awakened,Unknown,Unknown,Unknown,6075961
qun221_petrice6075984,Awakened,Awakened,Unknown,Unknown,Unknown,6075961
qun221_petrice6075984,6,7,,PLAYER,PLAYER,6075966
qun221_petrice6075984,7,9,,gen00fl_fenris,gen00fl_fenris,6075984
qun221_petrice6075984,8,11,,PLAYER,PLAYER,6075969
qun221_petrice6075984,9,12,,PLAYER,PLAYER,6075972
gen00fl_merrill6127214,Awakened,Awakened,cam_mrl_pc_ots,cam_mrl_pc_ots,cam_mrl_pc_ots,6127214
gen00fl_merrill6127214,Awakened,Awakened,cam_pc_mrl_ots,cam_pc_mrl_ots,cam_pc_mrl_ots,4288840081
gen00fl_merrill6127214,6,9,place1,gen00fl_merrill,gen00fl_merrill,6127214
zz_mer_debug6180869,Awakened,Awakened,speaker,speaker,speaker,6180869
zz_mer_debug6180869,2,4,speaker,PLAYER,PLAYER,6180869
follower_banter6141824,1,2,speaker,gen00fl_carver,gen00fl_carver,6141824
gen00fl_sebastian6179996,Awakened,Awakened,vaelb,vaelb,vaelb,6179996
gen00fl_sebastian6179996,2,4,vaelb,gen00fl_sebastian,gen00fl_sebastian,6179996
mag100_cullen6082289,Awakened,Awakened,actor2,actor2,actor2,6082289
mag100_cullen6082289,Awakened,Awakened,actor2,actor2,actor2,4288885006
mag100_cullen6082289,6,9,actor2,mag100cr_cullen,mag100cr_cullen,6082289
dae100_bran6118288,Awakened,Awakened,Unknown,Unknown,Unknown,6118288
dae100_bran6118288,6,8,actor1_player2,PLAYER,PLAYER,6118288
gen00fl_carver6097427,Awakened,Awakened,carver,carver,carver,6097427
gen00fl_carver6097427,2,4,carver,gen00fl_carver,gen00fl_carver,6097427
gen00fl_fenris6126342,Awakened,Awakened,Unknown,Unknown,Unknown,6126342
gen00fl_fenris6126342,2,4,fenris,gen00fl_fenris,gen00fl_fenris,6126342
gen00fl_aveline6116683,Awakened,Awakened,actor2,actor2,actor2,6116683
gen00fl_aveline6116683,5,7,actor2,gen00fl_aveline,gen00fl_aveline,6116683
mag330_walter6065030,Awakened,Awakened,cam2_1_2,cam2_1_2,cam2_1_2,6065030
mag330_walter6065030,7,8,,mag330cr_walter,mag330cr_walter,6065030
mag330_walter6065030,7,8,,mag330cr_walter,mag330cr_walter,6045027
ave200_donnic6112133,Awakened,Awakened,Unknown,Unknown,Unknown,6112133
ave200_donnic6112133,6,8,actor2,PLAYER,PLAYER,6112133
dae000_flemeth6090068,Awakened,Awakened,b_cam2_3_2_wide2,b_cam2_3_2_wide2,b_cam2_3_2_wide2,6090068
dae000_flemeth6090068,4,6,b_actor3_aveline,gen00fl_aveline,gen00fl_aveline,6090068
gen00fl_aveline6114417,Awakened,Awakened,aveline,aveline,aveline,6114417
gen00fl_aveline6114417,5,7,aveline,gen00fl_aveline,gen00fl_aveline,6114417
mcr370_meredith6136113,1,2,speaker,mcr370cr_boss_meredith,mcr370cr_boss_meredith,6136113
ser270_emeric6149343,Awakened,Awakened,Unknown,Unknown,Unknown,6149343
ser270_emeric6149343,5,7,actor1,PLAYER,PLAYER,6149343
isa111_isabela6068986,Awakened,Awakened,a_actor2_isabela,a_actor2_isabela,a_actor2_isabela,6068986
isa111_isabela6068986,Awakened,Awakened,a_actor1_player,a_actor1_player,a_actor1_player,4288898309
isa111_isabela6068986,6,9,a_actor2_isabela,gen00fl_isabela,gen00fl_isabela,6068986
mag330_walter6044823,Awakened,Awakened,walter,walter,walter,6044823
mag330_walter6044823,Awakened,Awakened,player,player,player,4288922472
mag330_walter6044823,7,10,walter,mag330cr_walter,mag330cr_walter,6044823
zz_one_debug6077413,Awakened,Awakened,speaker,speaker,speaker,6077413
zz_one_debug6077413,2,4,speaker,PLAYER,PLAYER,6077413
mag370_meredith6064578,Awakened,Awakened,player_courtyard,player_courtyard,player_courtyard,6064578
mag370_meredith6064578,6,8,player_courtyard,PLAYER,PLAYER,6064578
follower_barks6153342,1,2,speaker,gen00fl_anders,gen00fl_anders,6153342
mcr310_argument6127587,Awakened,Awakened,anders,anders,anders,6127587
mcr310_argument6127587,6,8,anders,gen00fl_anders,gen00fl_anders,6127587
dae000_gamlen6005822,Awakened,Awakened,player,player,player,6005822
dae000_gamlen6005822,7,9,player,PLAYER,PLAYER,6005822
fen210_fenris6109402,1,2,speaker,gen00fl_fenris,gen00fl_fenris,6109402
gen00fl_isabela_init6136106,Awakened,Awakened,f_actor2_isabela,f_actor2_isabela,f_actor2_isabela,6136106
gen00fl_isabela_init6136106,Awakened,Awakened,f_actor1_player,f_actor1_player,f_actor1_player,4288831189
gen00fl_isabela_init6136106,3,6,f_actor2_isabela,gen00fl_isabela,gen00fl_isabela,6136106
qun131_taskmaster6039390,Awakened,Awakened,cam_player_ketojan_master_ots,cam_player_ketojan_master_ots,cam_player_ketojan_master_ots,6039392
qun131_taskmaster6039390,Awakened,Awakened,Unknown,Unknown,Unknown,6039392
qun131_taskmaster6039390,6,7,,PLAYER,PLAYER,6039390
qun131_taskmaster6039390,16,17,,qun131cr_taskmaster,qun131cr_taskmaster,6019187
qun131_taskmaster6039390,16,17,,qun131cr_taskmaster,qun131cr_taskmaster,6019190
zz_followers_banter6158475,1,2,speaker,gen00fl_isabela,gen00fl_isabela,6158475
mag101_grace6034376,Awakened,Awakened,actor2_grace,actor2_grace,actor2_grace,6034376
mag101_grace6034376,Awakened,Awakened,actor2_grace,actor2_grace,actor2_grace,4288932919
mag101_grace6034376,6,9,actor2_grace,mag101cr_grace,mag101cr_grace,6034376
follower_banter6136357,1,2,speaker,gen00fl_anders,gen00fl_anders,6136357
dae300_cullen6140618,Awakened,Awakened,actor2,actor2,actor2,6140618
dae300_cullen6140618,Awakened,Awakened,actor2,actor2,actor2,4288826677
dae300_cullen6140618,3,6,actor2,dae300cr_cullen,dae300cr_cullen,6140618
zz_otl_debug6060582,Awakened,Awakened,speaker,speaker,speaker,6060582
zz_otl_debug6060582,2,4,speaker,PLAYER,PLAYER,6060582
dae011_drunk2_sta6149690,1,2,speaker,dae011cr_drunk_2,dae011cr_drunk_2,6149690
one100_party_comments6133460,1,2,speaker,gen00fl_anders,gen00fl_anders,6133460
mcr370_guardsman6087667,1,2,speaker,OWNER,mcr370cr_guardsman,6087667
zz_ave_debug6064132,Awakened,Awakened,speaker,speaker,speaker,6064132
zz_ave_debug6064132,2,4,speaker,PLAYER,PLAYER,6064132
mag360_alain6044639,Awakened,Awakened,hostage_isabela,hostage_isabela,hostage_isabela,6044639
mag360_alain6044639,11,13,hostage_isabela,mag360cr_hostage_isabela,mag360cr_hostage_isabela,6044639
gen00fl_aveline6121904,Awakened,Awakened,actor1,actor1,actor1,6121904
gen00fl_aveline6121904,2,4,actor1,gen00fl_aveline,gen00fl_aveline,6121904
dae000_bartrand6030652,Awakened,Awakened,ots_bartrand_varric,ots_bartrand_varric,ots_bartrand_varric,6030652
dae000_bartrand6030652,2,4,bartrand,dae100cr_bartrand,dae100cr_bartrand,6030652
gen00fl_varric6021133,Awakened,Awakened,varric,varric,varric,6021133
gen00fl_varric6021133,2,4,varric,gen00fl_varric,gen00fl_varric,6021133
qun111_ketojan6120456,Awakened,Awakened,ketojan,ketojan,ketojan,6120456
qun111_ketojan6120456,6,8,ketojan,qun111cr_ketojan,qun111cr_ketojan,6120456
dae000_orana6149083,Awakened,Awakened,orana,orana,orana,6149083
dae000_orana6149083,Awakened,Awakened,cam2_1_1,cam2_1_1,cam2_1_1,4288818212
dae000_orana6149083,3,6,orana,fen200cr_orana,fen200cr_orana,6149083
gen00fl_merrill6108696,Awakened,Awakened,cam_pc_cu_far,cam_pc_cu_far,cam_pc_cu_far,6108696
gen00fl_merrill6108696,6,8,player_close,PLAYER,PLAYER,6108696
fen110_fenris6096222,Awakened,Awakened,Unknown,Unknown,Unknown,6096222
fen110_fenris6096222,6,8,player,PLAYER,PLAYER,6096222
gen00fl_isabela6087679,Awakened,Awakened,Unknown,Unknown,Unknown,6087679
gen00fl_isabela6087679,9,11,c_actor1_player,PLAYER,PLAYER,6087679
qun110_petrice6041324,Awakened,Awakened,Unknown,Unknown,Unknown,6041324
qun110_petrice6041324,5,7,pc,PLAYER,PLAYER,6041324
zz_mcr_debug6080861,Awakened,Awakened,speaker,speaker,speaker,6080861
zz_mcr_debug6080861,2,4,speaker,PLAYER,PLAYER,6080861
one280_merin6116764,Awakened,Awakened,actor2,actor2,actor2,6116764
one280_merin6116764,5,7,actor2,one280cr_merin,one280cr_merin,6116764
dae000_gen_turn_in_16198711,1,2,speaker,PLAYER,PLAYER,6198711
dae000_bartrand6206913,Awakened,Awakened,a_actor1_player1,a_actor1_player1,a_actor1_player1,6206913
dae000_bartrand6206913,6,8,a_actor1_player1,PLAYER,PLAYER,6206913
dae000_gamlen6145131,Awakened,Awakened,actor2,actor2,actor2,6145131
dae000_gamlen6145131,2,4,actor2,dae300cr_gamlen,dae300cr_gamlen,6145131
dre000_hireling16038597,1,2,speaker,OWNER,dre100cr_hireling_1,6038597
follower_banter6173186,1,2,speaker,gen00fl_sebastian,gen00fl_sebastian,6173186
follower_banter6169714,1,2,speaker,PLAYER,PLAYER,6169714
zz_one_debug6113367,Awakened,Awakened,speaker,speaker,speaker,6113367
zz_one_debug6113367,2,4,speaker,PLAYER,PLAYER,6113367
qcr220_grey_wardens6207442,Awakened,Awakened,cam_beth_cu,cam_beth_cu,cam_beth_cu,6207442
qcr220_grey_wardens6207442,7,9,bethany,qcr220cr_bethany,qcr220cr_bethany,6207442
gen00fl_anders6202353,1,2,speaker,gen00fl_anders,gen00fl_anders,6202353
gen00fl_isabela_init6076487,Awakened,Awakened,b_actor2_isabela,b_actor2_isabela,b_actor2_isabela,6076487
gen00fl_isabela_init6076487,2,4,b_actor2_isabela,gen00fl_isabela,gen00fl_isabela,6076487
follower_barks6153313,1,2,speaker,gen00fl_carver,gen00fl_carver,6153313
clf260_harley6089571,Awakened,Awakened,Unknown,Unknown,Unknown,6089571
clf260_harley6089571,14,16,player2,PLAYER,PLAYER,6089571
gen00fl_merrill6162245,Awakened,Awakened,player,player,player,6162245
gen00fl_merrill6162245,3,5,player,PLAYER,PLAYER,6162245
zz_followers_banter6158535,1,2,speaker,gen00fl_isabela,gen00fl_isabela,6158535
follower_banter6170379,1,2,speaker,gen00fl_anders,gen00fl_anders,6170379
vrc221_varric6044223,Awakened,Awakened,varric2,varric2,varric2,6044223
vrc221_varric6044223,5,7,varric2,gen00fl_varric,gen00fl_varric,6044223
gen00fl_aveline6116644,Awakened,Awakened,aveline,aveline,aveline,6116644
gen00fl_aveline6116644,3,5,aveline,gen00fl_aveline,gen00fl_aveline,6116644
gen00fl_fenris6112079,Awakened,Awakened,cam1_2_2,cam1_2_2,cam1_2_2,6112079
gen00fl_fenris6112079,3,5,player,PLAYER,PLAYER,6112079
ave100_ambush_16106194,1,2,speaker,gen00fl_aveline,gen00fl_aveline,6106194
mag100_cullen6140940,Awakened,Awakened,actor2,actor2,actor2,6140940
mag100_cullen6140940,5,7,actor2,mag100cr_cullen,mag100cr_cullen,6140940
vrc321_varric6084292,1,2,speaker,gen00fl_varric,gen00fl_varric,6084292
gen00fl_isabela6100033,Awakened,Awakened,a_actor2_isabela,a_actor2_isabela,a_actor2_isabela,6100033
gen00fl_isabela6100033,2,4,a_actor2_isabela,gen00fl_isabela,gen00fl_isabela,6100033
gen00fl_fenris6105601,1,2,speaker,gen00fl_anders,gen00fl_anders,6105601
follower_barks6153385,1,2,speaker,gen00fl_anders,gen00fl_anders,6153385
zz_fen_debug6134372,Awakened,Awakened,speaker,speaker,speaker,6134372
zz_fen_debug6134372,2,4,speaker,PLAYER,PLAYER,6134372
dae000_merchant_rare_em6177945,1,2,speaker,dae000cr_merchant_rare,dae000cr_merchant_rare,6177945
mag100_karras6034927,Awakened,Awakened,a_cam3_2_2,a_cam3_2_2,a_cam3_2_2,6034927
mag100_karras6034927,5,7,a_actor2_karras,mag100cr_karras,mag100cr_karras,6034927
follower_banter6173110,1,2,speaker,gen00fl_merrill,gen00fl_merrill,6173110
zz_dae_debug6029132,Awakened,Awakened,speaker,speaker,speaker,6029132
zz_dae_debug6029132,2,4,speaker,PLAYER,PLAYER,6029132
gen00fl_anders6110116,Awakened,Awakened,anders,anders,anders,6110116
gen00fl_anders6110116,6,8,anders,gen00fl_anders,gen00fl_anders,6110116
zz_followers_banter6158931,1,2,speaker,gen00fl_anders,gen00fl_anders,6158931
ser121_jethann6175423,Awakened,Awakened,gen00fl_merrill,gen00fl_merrill,gen00fl_merrill,6175423
ser121_jethann6175423,Hench,Hench,gen00fl_merrill,gen00fl_merrill,gen00fl_merrill,6175423
dae000_bartrand6201377,Awakened,Awakened,gen00fl_aveline,gen00fl_aveline,gen00fl_aveline,6201377
dae000_bartrand6201377,Hench,Hench,gen00fl_aveline,gen00fl_aveline,gen00fl_aveline,6201377
lgt160_ntb_elf_conflict6163371,Awakened,Awakened,actor1,actor1,actor1,6163371
lgt160_ntb_elf_conflict6163371,8,10,actor1,PLAYER,PLAYER,6163371
pro000_captain_wright6047488,1,2,speaker,pro000cr_captain_wright,pro000cr_captain_wright,6047488
one300_zevran6076502,Awakened,Awakened,zevran,zevran,zevran,6076502
one300_zevran6076502,6,8,zevran,one300cr_zevran,one300cr_zevran,6076502
gen00fl_fenris6126385,Awakened,Awakened,cam1_2_1,cam1_2_1,cam1_2_1,6126385
gen00fl_fenris6126385,3,5,player,PLAYER,PLAYER,6126385
mag370_meredith6039228,Awakened,Awakened,Unknown,Unknown,Unknown,6039228
mag370_meredith6039228,3,4,meredith_courtyardclose,dae300cr_meredith,dae300cr_meredith,6039228
mag370_meredith6039228,3,4,meredith_courtyardclose,dae300cr_meredith,dae300cr_meredith,6040788
mag370_meredith6039228,3,4,meredith_courtyardclose,dae300cr_meredith,dae300cr_meredith,6040660
qun110_mugger6055638,1,2,speaker,qun110cr_mugger,qun110cr_mugger,6055638
qcr000_varric6208261,Awakened,Awakened,Unknown,Unknown,Unknown,6208261
qcr000_varric6208261,2,4,cassandra,dae000cr_cassandra,dae000cr_cassandra,6208261
gen00fl_bethany6206064,1,2,speaker,gen00fl_bethany,gen00fl_bethany,6206064
ser210_witness6168148,Awakened,Awakened,cam_player_gamlen_ots,cam_player_gamlen_ots,cam_player_gamlen_ots,6168148
ser210_witness6168148,Awakened,Awakened,cam_player_gamlen_ots,cam_player_gamlen_ots,cam_player_gamlen_ots,4288799147
ser210_witness6168148,3,6,gamlen,dae200cr_gamlen,dae200cr_gamlen,6168148
nat380_nathaniel6070264,Awakened,Awakened,Unknown,Unknown,Unknown,6066715
nat380_nathaniel6070264,Awakened,Awakened,cam_nat_pc_ots3,cam_nat_pc_ots3,cam_nat_pc_ots3,6066715
nat380_nathaniel6070264,Awakened,Awakened,cam_pc_nat_cu3,cam_pc_nat_cu3,cam_pc_nat_cu3,6066715
nat380_nathaniel6070264,7,7,nat3,nat380cr_nathaniel,nat380cr_nathaniel,6070264
nat380_nathaniel6070264,7,7,nat3,nat380cr_nathaniel,nat380cr_nathaniel,6070267
dre000_varric6027771,Awakened,Awakened,bodahn,bodahn,bodahn,6027771
dre000_varric6027771,2,4,bodahn,dre100cr_bodahn,dre100cr_bodahn,6027771
docks_scene_dockworkers6176481,1,2,speaker,dae010cr_joker3,dae010cr_joker3,6176481
ave200_aveline_bar6116200,Awakened,Awakened,gen00fl_merrill,gen00fl_merrill,gen00fl_merrill,6116200
ave200_aveline_bar6116200,Hench,Hench,gen00fl_merrill,gen00fl_merrill,gen00fl_merrill,6116200
ave200_aveline_bar6116191,Awakened,Awakened,actor1,actor1,actor1,6116191
ave200_aveline_bar6116191,5,7,actor1,gen00fl_aveline,gen00fl_aveline,6116191
gen00fl_fenris6105842,Awakened,Awakened,cam2_1_2,cam2_1_2,cam2_1_2,6105842
gen00fl_fenris6105842,3,4,fenris,gen00fl_fenris,gen00fl_fenris,6105842
dae000_arishok6074062,1,2,speaker,PLAYER,PLAYER,6074062
mag291_torpor6021690,Awakened,Awakened,a_actor2_torpor,a_actor2_torpor,a_actor2_torpor,6021690
mag291_torpor6021690,5,7,a_actor2_torpor,mag291cr_torpor,mag291cr_torpor,6021690
mcr370_meredith6084409,Awakened,Awakened,cam1_2_2_bkwrds,cam1_2_2_bkwrds,cam1_2_2_bkwrds,6084409
mcr370_meredith6084409,12,14,player,PLAYER,PLAYER,6084409
zz_dae_debug6029072,Awakened,Awakened,speaker,speaker,speaker,6029072
zz_dae_debug6029072,2,4,speaker,PLAYER,PLAYER,6029072
vrc221_varric6040869,1,2,speaker,gen00fl_varric,gen00fl_varric,6040869
gen00fl_varric6199023,Awakened,Awakened,varric,varric,varric,6199023
gen00fl_varric6199023,3,5,varric,gen00fl_varric,gen00fl_varric,6199023
gen00fl_aveline6121992,Awakened,Awakened,actor2,actor2,actor2,6121992
gen00fl_aveline6121992,3,5,actor2,PLAYER,PLAYER,6121992
zz_and_debug6134118,Awakened,Awakened,speaker,speaker,speaker,6134118
zz_and_debug6134118,2,4,speaker,PLAYER,PLAYER,6134118
zz_one_debug6099955,Awakened,Awakened,speaker,speaker,speaker,6099955
zz_one_debug6099955,2,4,speaker,PLAYER,PLAYER,6099955
gen00fl_fenris6116530,Awakened,Awakened,cam1_2_1_a,cam1_2_1_a,cam1_2_1_a,6116530
gen00fl_fenris6116530,4,6,player_a,PLAYER,PLAYER,6116530
mcr370_varric6099732,Awakened,Awakened,Unknown,Unknown,Unknown,6099732
mcr370_varric6099732,2,4,cassandra,dae000cr_cassandra,dae000cr_cassandra,6099732
dae000cr_grand_cleric6148101,Awakened,Awakened,grandcleric,grandcleric,grandcleric,6148101
dae000cr_grand_cleric6148101,2,4,grandcleric,dae000cr_grand_cleric,dae000cr_grand_cleric,6148101
qun200_party_comment6090338,1,2,speaker,gen00fl_merrill,gen00fl_merrill,6090338
gen00fl_aveline6132771,Awakened,Awakened,pc_2,pc_2,pc_2,6132771
gen00fl_aveline6132771,8,10,pc_2,PLAYER,PLAYER,6132771
demo_weapon_swap6207141,Awakened,Awakened,camera1,camera1,camera1,6207141
demo_weapon_swap6207141,5,7,player,PLAYER,PLAYER,6207141
gen00fl_aveline6116704,Awakened,Awakened,actor2,actor2,actor2,6116704
gen00fl_aveline6116704,5,7,actor2,gen00fl_aveline,gen00fl_aveline,6116704
clf260_harley6069677,Awakened,Awakened,Unknown,Unknown,Unknown,6069677
clf260_harley6069677,14,16,player,PLAYER,PLAYER,6069677
gen00fl_sebastian6177903,Awakened,Awakened,sebastianb,sebastianb,sebastianb,6177903
gen00fl_sebastian6177903,2,4,sebastianb,gen00fl_sebastian,gen00fl_sebastian,6177903
dae011_badpoet_sta6145181,1,2,speaker,dae011cr_bar_wench,dae011cr_bar_wench,6145181
vrc221_bartrand6065296,Awakened,Awakened,cam_varric2_ots,cam_varric2_ots,cam_varric2_ots,6065296
vrc221_bartrand6065296,7,9,player,PLAYER,PLAYER,6065296
mag210_arianni6024522,Awakened,Awakened,actor2,actor2,actor2,6024522
mag210_arianni6024522,5,7,actor2,mag210cr_arianni,mag210cr_arianni,6024522
zz_followers_banter6158772,1,2,speaker,gen00fl_fenris,gen00fl_fenris,6158772
mcr370_meredith6136185,1,2,speaker,mcr370cr_boss_meredith,mcr370cr_boss_meredith,6136185
gen00fl_isabela_init6110260,Awakened,Awakened,Unknown,Unknown,Unknown,6110260
gen00fl_isabela_init6110260,3,5,b_actor1_player,PLAYER,PLAYER,6110260
gen00fl_anders6119936,Awakened,Awakened,cam_post_player_ots,cam_post_player_ots,cam_post_player_ots,6119936
gen00fl_anders6119936,2,4,post_anders_2,gen00fl_anders,gen00fl_anders,6119936
mcr310_argument6127680,Awakened,Awakened,player,player,player,6127680
mcr310_argument6127680,15,17,player,PLAYER,PLAYER,6127680
follower_banter6170328,1,2,speaker,gen00fl_varric,gen00fl_varric,6170328
qcr000_arishok6059995,Awakened,Awakened,Unknown,Unknown,Unknown,6059995
qcr000_arishok6059995,6,8,pc,PLAYER,PLAYER,6059995
mag211_marethari6025805,Awakened,Awakened,b_actor2_marethari,b_actor2_marethari,b_actor2_marethari,6025805
mag211_marethari6025805,2,4,b_actor2_marethari,dae000cr_marethari,dae000cr_marethari,6025805
gen00fl_sebastian6195856,Awakened,Awakened,actor2,actor2,actor2,6195856
gen00fl_sebastian6195856,Awakened,Awakened,actor1,actor1,actor1,4288771439
gen00fl_sebastian6195856,3,6,actor2,gen00fl_sebastian,gen00fl_sebastian,6195856
gen00fl_aveline6152579,Awakened,Awakened,ave3_lean_table,ave3_lean_table,ave3_lean_table,6152579
gen00fl_aveline6152579,4,6,aveline_3,gen00fl_aveline,gen00fl_aveline,6152579
ser221_party_comments6209891,1,2,speaker,PLAYER,PLAYER,6209891
lowtown_fem_alienage1_sta6161574,1,2,speaker,dae010_alienage_elf_f1,dae010_alienage_elf_f1,6161574
lgt160_wk_soph_sophia6119772,Awakened,Awakened,Unknown,Unknown,Unknown,6119772
lgt160_wk_soph_sophia6119772,Awakened,Awakened,actor1,actor1,actor1,4288847523
lgt160_wk_soph_sophia6119772,7,10,actor1,lgt160cr_wk_soph_sophia,lgt160cr_wk_soph_sophia,6119772
follower_banter6163159,1,2,speaker,gen00fl_merrill,gen00fl_merrill,6163159
gen00fl_aveline6114813,Awakened,Awakened,actor2,actor2,actor2,6114813
gen00fl_aveline6114813,5,7,actor2,gen00fl_aveline,gen00fl_aveline,6114813
follower_banter6164739,1,2,speaker,gen00fl_bethany,gen00fl_bethany,6164739
dre000_dougal6142216,Awakened,Awakened,dougal,dougal,dougal,6142216
dre000_dougal6142216,3,5,dougal,dre000cr_dougal,dre000cr_dougal,6142216
